year,data_status_cd,deal_type_sort,deal_type_cd,deal_type,new_build_sort,new_build_cd,new_build,area_sort,area_cd,area_name,rooms_sort,rooms_cd,rooms_label,num_transactions,price_per_sqm_chf,median_price_chf,total_price_chf,area_level,rooms_num,has_price_data
2010,D,1,22,Kauf,1,J,Ja,102,102,Wipkingen,3,3,3-Zimmer,18.0,9154.0,960500.0,17525060.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,102,102,Wipkingen,4,4,4-Zimmer,23.0,9635.0,1384000.0,32656316.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,110,11,Kreis 11,2,2,2-Zimmer,18.0,5522.0,372500.0,7396613.0,district,2,True
2010,D,1,22,Kauf,1,J,Ja,110,11,Kreis 11,3,3,3-Zimmer,49.0,5533.0,570000.0,28462238.0,district,3,True
2010,D,1,22,Kauf,1,J,Ja,110,11,Kreis 11,4,4,4-Zimmer,74.0,5346.0,620000.0,48964596.0,district,4,True
2010,D,1,22,Kauf,1,J,Ja,110,11,Kreis 11,5,5,5-Zimmer,29.0,5512.0,695000.0,23037145.0,district,5,True
2010,D,1,22,Kauf,1,J,Ja,111,111,Affoltern,3,3,3-Zimmer,14.0,4683.0,495000.0,6620000.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,111,111,Affoltern,4,4,4-Zimmer,29.0,5123.0,595000.0,18142000.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,111,111,Affoltern,5,5,5-Zimmer,16.0,5458.0,685000.0,12005000.0,quarter,5,True
2010,D,1,22,Kauf,1,J,Ja,115,115,Oerlikon,3,3,3-Zimmer,5.0,8557.0,695000.0,3959000.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,115,115,Oerlikon,4,4,4-Zimmer,12.0,6423.0,680000.0,8238822.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,115,115,Oerlikon,5,5,5-Zimmer,4.0,6110.0,857500.0,3658400.0,quarter,5,True
2010,D,1,22,Kauf,1,J,Ja,119,119,Seebach,3,3,3-Zimmer,30.0,5791.0,595140.0,17883238.0,quarter,3,True
2010,D,1,22,Kauf,1,J,Ja,119,119,Seebach,4,4,4-Zimmer,33.0,5445.0,655220.0,22583774.0,quarter,4,True
2010,D,1,22,Kauf,1,J,Ja,119,119,Seebach,5,5,5-Zimmer,9.0,5227.0,740000.0,7373745.0,quarter,5,True
2010,D,1,22,Kauf,1,J,Ja,120,12,Kreis 12,4,4,4-Zimmer,4.0,6261.0,690000.0,2745000.0,district,4,True
